date,open,high,low,close,volume
20200318,27650,28050,26150,26150,535056
20200319,26450,27000,23750,23800,632258
20200320,24650,29900,24650,28600,995328
20200323,26750,29950,26450,28250,619662
20200324,28700,29100,27750,28800,621152
20200325,30300,31550,29300,31300,575367
20200326,31450,33200,31150,31850,638718
20200327,33000,33350,32050,32850,370366
20200330,32400,34200,31200,33350,422123
20200331,33150,35150,33150,34750,406077
20200401,34350,34950,32350,32350,429379
20200402,32150,35000,32050,34700,449745
20200403,33750,35350,33150,34850,422828
20200406,35550,36550,34550,35200,314881
20200407,35250,35950,34800,35550,382244
20200408,34850,35850,34850,35050,370034
20200409,35250,36200,34950,35800,339199
20200410,35850,38150,35650,37250,465729
20200413,37250,38350,36700,37400,365583
20200414,37550,39000,37550,39000,254540
20200416,38400,38700,37650,37800,346717
20200417,37800,38600,37700,37700,387121
20200420,37550,38100,36900,37600,271065
20200421,37500,39900,37450,39850,414350
20200422,39300,41300,38800,41300,317408
20200423,40900,43600,40900,43100,346294
20200424,43900,44350,42000,42500,245584
20200427,43100,45400,42900,45100,262434
20200428,45000,45550,44550,44900,240765
20200429,45050,45500,44050,44150,279516
20200504,42300,43450,41550,43400,312176
20200506,44150,45000,43650,44550,251375
20200507,44000,44500,43700,43900,189758
20200508,44600,46000,44100,45150,242785
20200511,45300,46800,45300,46200,242675
20200512,46350,46850,45000,45350,255388
20200513,45300,47350,44800,47200,271045
20200514,47950,48300,47050,48200,280230
20200515,49000,51700,48800,50900,438791
20200518,51800,52800,50100,51900,232248
20200519,52600,54600,48000,48300,555616
20200520,48450,49950,47900,47900,290909
20200521,48000,48200,45700,45950,523205
20200522,46250,46950,44950,45950,278235
20200525,46200,46550,45700,46300,136969
20200526,46400,47150,46300,46700,205952
20200527,46400,46900,46000,46150,204674
20200528,46200,46700,44200,45250,349703
20200529,45250,45800,43400,43400,1081359
20200601,43700,44650,43600,44100,477272
20200602,43750,48100,43700,46900,398180
20200603,46900,48100,46900,47350,276520
20200604,48150,48400,47700,47950,277986
20200605,47900,48150,47350,47800,242172
20200608,48450,48900,47650,48400,200438
20200609,48400,51000,48100,50300,465565
20200610,50800,51300,50300,50600,215621
20200611,50500,50500,47050,47950,389221
20200612,47050,47250,45600,45900,366051
20200615,45200,46600,44800,45550,236074
20200616,45200,46150,45200,45600,236119
20200617,45400,46250,44100,44450,223618
20200618,43900,45350,43900,44750,133583
20200619,45200,45300,44050,44200,170246
20200622,43350,44600,43300,43700,102592
20200623,43800,44850,43100,44000,189164
20200624,44100,44600,43900,44000,140008
20200625,44050,44600,42700,42700,186874
20200626,43000,43400,42150,42900,133767
20200629,42300,42550,41050,41300,209234
20200630,41300,43600,41300,42850,192859
20200701,42900,44850,42900,44550,162109
20200702,44950,45500,44550,45450,172607
20200703,45450,45950,44750,45300,70257
20200706,45950,46250,44750,46100,95722
20200707,47400,47400,45650,45650,149000
20200708,46300,46900,46000,46400,171782
20200709,46650,47850,46600,46900,176755
20200710,46850,47050,45500,45500,157252
20200713,45550,47350,45450,46900,131431
20200714,46400,48450,46050,47900,157441
20200715,48300,48950,47950,47950,159790
20200716,47600,50100,47500,49150,295716
20200717,49300,49850,47550,47950,152293
20200720,47750,47950,46400,46450,155387
20200721,46450,47000,45800,47000,195193
20200722,46350,47700,46350,46950,128670
20200723,46600,46850,45750,45900,138491
20200724,45750,46250,45150,45800,84921
20200727,45750,46900,45600,46100,103933
20200728,46200,47400,45500,46600,152647
20200729,45800,46950,45300,46500,108069
20200730,46050,47150,46050,46600,74965
20200731,46600,47100,46050,47100,145191
20200803,47200,47200,45700,45700,149544
20200804,45700,47200,45550,46150,158271
20200805,45850,46100,45450,45700,97204
20200806,45550,46600,45500,46300,140465
20200807,46150,46450,45100,45600,149719
20200810,45250,45500,44050,44350,248638
20200811,44250,48900,44100,48700,473612
20200812,48350,49750,48050,49450,269993
20200813,50700,52000,48600,49300,739824
20200814,50000,50000,47550,48500,267759
20200818,48850,49850,45350,45900,333794
20200819,45900,48300,45500,48050,264669
20200820,47250,47500,45000,45100,270688
20200821,45550,46350,45100,45200,130393
20200824,45200,45750,43900,44850,138049
20200825,45050,45700,44650,45700,135809
20200826,45500,45700,44600,44950,155012
20200827,44800,44900,44350,44500,206057
20200828,44800,45050,44150,44350,108596
20200831,44400,45050,43600,43650,241323
20200901,43700,45100,43700,45100,170612
20200902,45500,45500,44500,45450,127241
20200903,45450,45450,44300,44400,205937
20200904,43950,44300,43250,43550,216986
20200907,43550,44450,43100,43700,137730
20200908,43650,44400,43650,44000,169455
20200909,43950,44800,43450,44650,167463
20200910,44300,44950,44000,44000,160565
20200911,43550,45200,43500,45150,168517
20200914,45200,46100,44600,46100,185187
20200915,45500,46150,45150,45500,148016
20200916,45350,45950,45200,45700,162467
20200917,45450,45900,45100,45750,140553
20200918,45900,45900,45250,45700,181665
20200921,45700,46200,44900,44900,123640
20200922,45350,45350,44300,44350,143659
20200923,44400,44950,44100,44200,132281
20200924,44550,45850,43800,45700,240008
20200925,46000,46000,44050,44550,164950
20200928,44450,45100,44200,44200,88495
20200929,44700,45450,44350,45200,131822
20201005,45650,46150,45100,45850,132468
20201006,45400,46950,45350,46650,162658
20201007,46850,47600,46150,47400,150284
20201008,47450,47700,46500,46700,167411
20201012,47300,47300,46000,46200,128626
20201013,45600,46550,45050,45400,164025
20201014,45600,45750,45050,45100,143539
20201015,44800,45300,44350,44400,169070
20201016,44650,44800,44350,44450,77940
20201019,45550,45550,44450,45050,144033
20201020,45300,45450,44850,45300,127364
20201021,45000,45700,45000,45700,92220
20201022,45700,47350,45150,47350,235613
20201023,47450,48050,46850,48000,199167
20201026,47500,48250,47100,47150,101828
20201027,46500,47300,45650,46050,172417
20201028,45500,46350,45300,46250,78686
20201029,45900,45950,45000,45200,112512
20201030,45200,45200,44250,44250,180047
20201102,44750,45500,44500,45100,97040
20201103,44950,46450,44800,46350,132417
20201104,46800,46950,45050,45500,153288
20201105,45400,46050,45200,45900,92684
20201106,46000,46100,45250,45500,99277
20201109,45700,46300,45400,46000,141171
20201110,46200,47700,46200,47200,309436
20201111,47050,48200,47050,48200,248562
20201112,47700,47950,46600,47050,253361
20201113,46600,46850,46050,46300,158331
20201116,46400,47400,46200,46800,199044
20201117,46600,46950,45500,45550,271844
20201118,45350,45850,45200,45800,201916
20201119,45800,45800,45100,45550,256567
20201120,45450,45850,45250,45650,197508
20201123,45850,46450,45650,46450,237765
20201124,46450,46750,46000,46500,292469
20201125,46500,47150,45950,46300,258960
20201126,45950,46200,45350,45500,220116
20201127,45350,45700,44800,44800,311762
20201130,44850,45100,44000,44000,457887
20201201,44450,44650,44000,44150,205166
20201202,44250,44850,44150,44850,238499
20201203,44800,44800,44250,44600,262529
20201204,44450,44850,44250,44750,227125
20201207,44300,44650,44200,44200,188680
20201208,44450,44450,43800,43950,190123
20201209,43950,44200,43700,43700,246816
20201210,43900,44100,43150,44100,346387
20201211,44300,44450,44050,44150,273819
20201214,44300,44800,44250,44700,224921
20201215,44700,46050,44700,45750,455734
20201216,46050,46200,45600,45750,138398
20201217,45500,45600,44750,44950,199224
20201218,44850,45350,44750,44950,174430
20201221,44950,45500,44850,45300,89792
20201222,45000,45350,44750,44750,122400
20201223,45100,45100,44600,44600,101392
20201224,44900,45100,44650,45000,217209
20201228,45300,45350,44700,45100,168753
20201229,43900,44000,43450,43650,264061
20201230,43800,43900,43500,43750,142810
